open;high;low;close;volume;marketCap;timestamp
0.011030077;0.0114219336;0.00940872000743;0.0095327434532;34112951.71;34989263.65;"2022-06-01T00:00:00.000Z"
0.00956273207613;0.00988610994784;0.00930624511439;0.0097044195374;16556549.76;35626695.13;"2022-06-02T00:00:00.000Z"
0.00969692892082;0.00978973991029;0.00893613615403;0.00931579215987;13975289.22;34206987.01;"2022-06-03T00:00:00.000Z"
0.00931786812128;0.0096214441027;0.00906776517162;0.0095142993691;10147493.35;34943056.02;"2022-06-04T00:00:00.000Z"
0.00951572542769;0.00957612699327;0.00923994877481;0.00924420776959;10850439.32;33958053.77;"2022-06-05T00:00:00.000Z"
0.00924503302394;0.0104331498;0.00924503302394;0.00988303248865;30158051.63;36312179.8;"2022-06-06T00:00:00.000Z"
0.00988813001163;0.0116918526;0.00931626696781;0.0110500294;40517625.47;40739393.38;"2022-06-07T00:00:00.000Z"
0.011045055;0.0127244188;0.0107638091;0.0110031766;80537469.84;40574939.99;"2022-06-08T00:00:00.000Z"
0.0110028266;0.0117726451;0.0106064504;0.0115588908;76226973.35;42632875.74;"2022-06-09T00:00:00.000Z"
0.0115589631;0.0120539432;0.0108384913;0.011045363;32445698.25;40747137.5;"2022-06-10T00:00:00.000Z"
0.0110425818;0.0119003493;0.00954050935645;0.00958804104541;34973793.87;35378191.01;"2022-06-11T00:00:00.000Z"
0.0095965976795;0.00973903597163;0.00863221766218;0.00863221766218;29197367.15;31857869.49;"2022-06-12T00:00:00.000Z"
0.00862435222154;0.00877313644839;0.00737860088207;0.00792693327023;25090068.85;29260930.91;"2022-06-13T00:00:00.000Z"
0.00792324835102;0.00834854633443;0.00713744639791;0.00834854633443;19138732.56;30915092.3;"2022-06-14T00:00:00.000Z"
0.00834992780004;0.00933489820716;0.00756002003245;0.00932080944565;24554261.97;34522449.8;"2022-06-15T00:00:00.000Z"
0.00935888025653;0.00944512722886;0.00790784235158;0.00800908032713;17594238.16;29670092.54;"2022-06-16T00:00:00.000Z"
0.00802848461228;0.00850419767913;0.00799832687095;0.00812903716321;8895887.43;30120599.83;"2022-06-17T00:00:00.000Z"
0.00812755329674;0.00826955171535;0.00704498990769;0.00752839105397;9727697.98;27900688.17;"2022-06-18T00:00:00.000Z"
